anchor_question,target_question,condition_type,condition_value,support_count,support_pct,target_best_30_window,target_best_30_coverage_pct,target_best_40_window,target_best_40_coverage_pct,target_best_50_window,target_best_50_coverage_pct,base_best_30_window,base_best_30_coverage_pct,base_best_40_window,base_best_40_coverage_pct,base_best_50_window,base_best_50_coverage_pct,gain_30_pct,gain_40_pct,gain_50_pct,target_median_pct
38,44,band20,20-40%,10,16.95,30-60%,40.0,20-60%,50.0,10-60%,60.0,10-40%,42.37,0-40%,52.54,0-50%,61.02,-2.37,-2.54,-1.02,54.89
36,43,half,前半区,43,72.88,50-80%,37.21,40-80%,46.51,30-80%,55.81,50-80%,37.29,40-80%,49.15,50-100%,59.32,-0.08,-2.64,-3.51,56.67
41,45,half,后半区,30,50.85,60-90%,46.67,50-90%,56.67,50-100%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,-4.18,-2.65,-4.52,65.59
44,39,half,后半区,23,38.98,20-50%,56.52,10-50%,56.52,0-50%,65.22,20-50%,49.15,20-60%,59.32,20-70%,66.1,7.37,-2.8,-0.88,38.24
44,45,half,后半区,23,38.98,20-50%,52.17,10-50%,56.52,20-70%,73.91,60-90%,50.85,50-90%,59.32,40-90%,71.19,1.32,-2.8,2.72,43.33
36,39,band20,20-40%,23,38.98,20-50%,47.83,0-40%,56.52,0-50%,73.91,20-50%,49.15,20-60%,59.32,20-70%,66.1,-1.32,-2.8,7.81,38.24
37,36,band20,20-40%,10,16.95,40-70%,60.0,30-70%,70.0,30-80%,80.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-2.71,-2.88,-1.36,50.53
39,36,band20,60-80%,10,16.95,10-40%,60.0,10-50%,70.0,0-50%,70.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-2.71,-2.88,-11.36,32.4
42,38,half,前半区,35,59.32,0-30%,40.0,40-80%,42.86,20-70%,54.29,0-30%,44.07,0-40%,45.76,0-50%,54.24,-4.07,-2.9,0.05,50.0
44,40,half,后半区,23,38.98,40-70%,39.13,30-70%,47.83,20-70%,60.87,20-50%,38.98,10-50%,50.85,10-60%,61.02,0.15,-3.02,-0.15,50.0
37,45,band20,60-80%,16,27.12,40-70%,50.0,30-70%,56.25,40-90%,68.75,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-3.07,-2.44,49.14
42,43,half,后半区,24,40.68,0-30%,37.5,0-40%,45.83,0-50%,62.5,50-80%,37.29,40-80%,49.15,50-100%,59.32,0.21,-3.32,3.18,42.52
44,36,half,前半区,36,61.02,20-50%,58.33,10-50%,69.44,10-60%,77.78,20-50%,62.71,10-50%,72.88,10-60%,81.36,-4.38,-3.44,-3.58,44.07
42,37,half,后半区,24,40.68,20-50%,41.67,40-80%,54.17,40-90%,62.5,0-30%,40.68,10-50%,57.63,0-50%,62.71,0.99,-3.46,-0.21,46.88
43,37,half,前半区,24,40.68,50-80%,41.67,40-80%,54.17,30-80%,58.33,0-30%,40.68,10-50%,57.63,0-50%,62.71,0.99,-3.46,-4.38,48.22
36,40,band20,40-60%,19,32.2,10-40%,36.84,10-50%,47.37,10-60%,57.89,20-50%,38.98,10-50%,50.85,10-60%,61.02,-2.14,-3.48,-3.13,50.0
36,39,half,前半区,43,72.88,20-50%,46.51,20-60%,55.81,20-70%,65.12,20-50%,49.15,20-60%,59.32,20-70%,66.1,-2.64,-3.51,-0.98,39.29
44,36,band20,0-20%,13,22.03,20-50%,61.54,10-50%,69.23,10-60%,76.92,20-50%,62.71,10-50%,72.88,10-60%,81.36,-1.17,-3.65,-4.44,46.43
43,36,band20,60-80%,13,22.03,10-40%,53.85,10-50%,69.23,10-60%,84.62,20-50%,62.71,10-50%,72.88,10-60%,81.36,-8.86,-3.65,3.26,37.5
39,43,half,后半区,22,37.29,70-100%,40.91,40-80%,45.45,50-100%,63.64,50-80%,37.29,40-80%,49.15,50-100%,59.32,3.62,-3.7,4.32,59.23
37,43,half,后半区,22,37.29,10-40%,36.36,10-50%,45.45,0-50%,50.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,-0.93,-3.7,-9.32,54.55
38,45,band20,80-100%,9,15.25,0-30%,55.56,0-40%,55.56,10-60%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,4.71,-3.76,-4.52,29.17
44,39,band20,20-40%,18,30.51,40-70%,44.44,30-70%,55.56,20-70%,66.67,20-50%,49.15,20-60%,59.32,20-70%,66.1,-4.71,-3.76,0.57,46.66
42,37,band20,20-40%,13,22.03,0-30%,38.46,10-50%,53.85,0-50%,61.54,0-30%,40.68,10-50%,57.63,0-50%,62.71,-2.22,-3.78,-1.17,47.22
43,37,band20,60-80%,13,22.03,0-30%,38.46,10-50%,53.85,10-60%,69.23,0-30%,40.68,10-50%,57.63,0-50%,62.71,-2.22,-3.78,6.52,46.88
38,40,band20,0-20%,17,28.81,40-70%,41.18,20-60%,47.06,20-70%,58.82,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.2,-3.79,-2.2,53.12
39,41,band20,60-80%,10,16.95,70-100%,40.0,0-40%,40.0,0-50%,50.0,20-50%,37.29,20-60%,44.07,40-90%,61.02,2.71,-4.07,-11.02,50.23
45,41,half,前半区,20,33.9,0-30%,35.0,0-40%,40.0,0-50%,50.0,20-50%,37.29,20-60%,44.07,40-90%,61.02,-2.29,-4.07,-11.02,54.55
42,38,band20,60-80%,12,20.34,0-30%,41.67,0-40%,41.67,0-50%,50.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,-2.4,-4.09,-4.24,53.34
44,38,half,前半区,36,61.02,0-30%,38.89,0-40%,41.67,0-50%,52.78,0-30%,44.07,0-40%,45.76,0-50%,54.24,-5.18,-4.09,-1.46,48.22
41,44,half,前半区,29,49.15,70-100%,44.83,60-100%,48.28,50-100%,51.72,10-40%,42.37,0-40%,52.54,0-50%,61.02,2.46,-4.26,-9.3,54.17
43,36,half,后半区,35,59.32,20-50%,54.29,10-50%,68.57,10-60%,77.14,20-50%,62.71,10-50%,72.88,10-60%,81.36,-8.42,-4.31,-4.22,42.31
45,39,half,前半区,20,33.9,20-50%,50.0,20-60%,55.0,0-50%,60.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,-4.32,-6.1,45.11
40,44,half,后半区,25,42.37,0-30%,40.0,0-40%,48.0,0-50%,56.0,10-40%,42.37,0-40%,52.54,0-50%,61.02,-2.37,-4.54,-5.02,40.62
40,37,band20,40-60%,17,28.81,0-30%,47.06,10-50%,52.94,0-50%,58.82,0-30%,40.68,10-50%,57.63,0-50%,62.71,6.38,-4.69,-3.89,50.0
40,37,half,前半区,34,57.63,50-80%,41.18,40-80%,52.94,30-80%,58.82,0-30%,40.68,10-50%,57.63,0-50%,62.71,0.5,-4.69,-3.89,48.44
37,40,band20,40-60%,13,22.03,40-70%,38.46,40-80%,46.15,40-90%,53.85,20-50%,38.98,10-50%,50.85,10-60%,61.02,-0.52,-4.7,-7.17,56.67
44,40,band20,0-20%,13,22.03,0-30%,38.46,0-40%,46.15,10-60%,61.54,20-50%,38.98,10-50%,50.85,10-60%,61.02,-0.52,-4.7,0.52,42.31
41,43,band20,20-40%,9,15.25,0-30%,44.44,0-40%,44.44,50-100%,55.56,50-80%,37.29,40-80%,49.15,50-100%,59.32,7.15,-4.71,-3.76,59.38
39,44,band20,20-40%,23,38.98,0-30%,39.13,0-40%,47.83,0-50%,56.52,10-40%,42.37,0-40%,52.54,0-50%,61.02,-3.24,-4.71,-4.5,40.62
40,43,band20,60-80%,9,15.25,0-30%,33.33,0-40%,44.44,0-50%,66.67,50-80%,37.29,40-80%,49.15,50-100%,59.32,-3.96,-4.71,7.35,40.91
40,45,band20,0-20%,11,18.64,40-70%,45.45,40-80%,54.55,20-70%,63.64,60-90%,50.85,50-90%,59.32,40-90%,71.19,-5.4,-4.77,-7.55,59.09
43,45,half,前半区,24,40.68,40-70%,50.0,30-70%,54.17,20-70%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-5.15,-4.52,48.44
42,39,half,后半区,24,40.68,20-50%,45.83,20-60%,54.17,20-70%,62.5,20-50%,49.15,20-60%,59.32,20-70%,66.1,-3.32,-5.15,-3.6,46.66
42,39,band20,20-40%,13,22.03,10-40%,46.15,0-40%,53.85,10-60%,69.23,20-50%,49.15,20-60%,59.32,20-70%,66.1,-3.0,-5.47,3.13,39.29
43,39,band20,60-80%,13,22.03,30-60%,46.15,0-40%,53.85,0-50%,69.23,20-50%,49.15,20-60%,59.32,20-70%,66.1,-3.0,-5.47,3.13,39.29
43,39,band20,80-100%,13,22.03,40-70%,46.15,20-60%,53.85,20-70%,69.23,20-50%,49.15,20-60%,59.32,20-70%,66.1,-3.0,-5.47,3.13,50.0
39,36,band20,40-60%,12,20.34,20-50%,58.33,10-50%,66.67,0-50%,66.67,20-50%,62.71,10-50%,72.88,10-60%,81.36,-4.38,-6.21,-14.69,41.61
40,39,band20,40-60%,17,28.81,0-30%,52.94,0-40%,52.94,0-50%,52.94,20-50%,49.15,20-60%,59.32,20-70%,66.1,3.79,-6.38,-13.16,30.0
40,39,half,前半区,34,57.63,20-50%,41.18,20-60%,52.94,20-70%,58.82,20-50%,49.15,20-60%,59.32,20-70%,66.1,-7.97,-6.38,-7.28,50.0
43,40,band20,40-60%,16,27.12,0-30%,31.25,0-40%,43.75,0-50%,50.0,20-50%,38.98,10-50%,50.85,10-60%,61.02,-7.73,-7.1,-11.02,52.09
36,45,band20,20-40%,23,38.98,40-70%,47.83,30-70%,52.17,40-90%,69.57,60-90%,50.85,50-90%,59.32,40-90%,71.19,-3.02,-7.15,-1.62,54.17
39,42,band20,60-80%,10,16.95,0-30%,40.0,0-40%,40.0,0-50%,50.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,4.41,-7.46,-9.32,50.53
38,45,half,后半区,27,45.76,60-90%,40.74,60-100%,51.85,40-90%,62.96,60-90%,50.85,50-90%,59.32,40-90%,71.19,-10.11,-7.47,-8.23,62.5
37,40,half,前半区,37,62.71,40-70%,35.14,10-50%,43.24,10-60%,54.05,20-50%,38.98,10-50%,50.85,10-60%,61.02,-3.84,-7.61,-6.97,53.12
39,40,half,前半区,37,62.71,40-70%,35.14,10-50%,43.24,10-60%,51.35,20-50%,38.98,10-50%,50.85,10-60%,61.02,-3.84,-7.61,-9.67,53.57
42,37,band20,60-80%,12,20.34,60-90%,50.0,50-90%,50.0,40-90%,58.33,0-30%,40.68,10-50%,57.63,0-50%,62.71,9.32,-7.63,-4.38,57.53
37,36,half,前半区,37,62.71,30-60%,54.05,30-70%,64.86,10-60%,72.97,20-50%,62.71,10-50%,72.88,10-60%,81.36,-8.66,-8.02,-8.39,46.43
41,36,band20,40-60%,17,28.81,20-50%,58.82,10-50%,64.71,20-70%,82.35,20-50%,62.71,10-50%,72.88,10-60%,81.36,-3.89,-8.17,0.99,40.91
36,44,band20,20-40%,23,38.98,50-80%,34.78,20-60%,43.48,50-100%,56.52,10-40%,42.37,0-40%,52.54,0-50%,61.02,-7.59,-9.06,-4.5,54.17
38,39,band20,20-40%,10,16.95,70-100%,50.0,50-90%,50.0,50-100%,60.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,-9.32,-6.1,64.28
36,39,band20,60-80%,8,13.56,20-50%,50.0,0-40%,50.0,30-80%,75.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,-9.32,8.9,42.5
45,39,band20,20-40%,8,13.56,70-100%,50.0,60-100%,50.0,0-50%,50.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,-9.32,-16.1,62.5
44,45,band20,40-60%,10,16.95,10-40%,50.0,0-40%,50.0,0-50%,50.0,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-9.32,-21.19,51.91
36,45,band20,60-80%,8,13.56,50-80%,50.0,0-40%,50.0,20-70%,62.5,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-9.32,-8.69,46.73
41,45,band20,60-80%,8,13.56,30-60%,50.0,20-60%,50.0,30-80%,62.5,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-9.32,-8.69,67.05
41,39,half,后半区,30,50.85,0-30%,46.67,0-40%,50.0,0-50%,63.33,20-50%,49.15,20-60%,59.32,20-70%,66.1,-2.48,-9.32,-2.77,42.86
37,45,half,后半区,22,37.29,40-70%,45.45,30-70%,50.0,20-70%,68.18,60-90%,50.85,50-90%,59.32,40-90%,71.19,-5.4,-9.32,-3.01,49.14
42,39,band20,60-80%,12,20.34,0-30%,41.67,0-40%,50.0,0-50%,58.33,20-50%,49.15,20-60%,59.32,20-70%,66.1,-7.48,-9.32,-7.77,37.73
38,39,half,前半区,32,54.24,50-80%,40.62,40-80%,50.0,30-80%,62.5,20-50%,49.15,20-60%,59.32,20-70%,66.1,-8.53,-9.32,-3.6,54.89
44,39,band20,40-60%,10,16.95,0-30%,40.0,0-40%,50.0,0-50%,60.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,-9.15,-9.32,-6.1,39.51
42,45,half,后半区,24,40.68,20-50%,41.67,20-60%,50.0,40-90%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,-9.18,-9.32,-4.52,52.09
39,45,band20,40-60%,12,20.34,40-70%,41.67,40-80%,50.0,40-90%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,-9.18,-9.32,-4.52,64.55
40,45,half,前半区,34,57.63,60-90%,41.18,50-90%,50.0,40-90%,58.82,60-90%,50.85,50-90%,59.32,40-90%,71.19,-9.67,-9.32,-12.37,59.9
41,36,band20,60-80%,8,13.56,20-50%,62.5,10-50%,62.5,0-50%,62.5,20-50%,62.71,10-50%,72.88,10-60%,81.36,-0.21,-10.38,-18.86,48.22
45,36,band20,20-40%,8,13.56,10-40%,50.0,20-60%,62.5,20-70%,87.5,20-50%,62.71,10-50%,72.88,10-60%,81.36,-12.71,-10.38,6.14,45.12
42,44,band20,60-80%,12,20.34,70-100%,41.67,10-50%,41.67,0-50%,50.0,10-40%,42.37,0-40%,52.54,0-50%,61.02,-0.7,-10.87,-11.02,52.09
37,36,band20,40-60%,13,22.03,10-40%,61.54,0-40%,61.54,0-50%,61.54,20-50%,62.71,10-50%,72.88,10-60%,81.36,-1.17,-11.34,-19.82,25.0
43,36,band20,80-100%,13,22.03,20-50%,53.85,10-50%,61.54,10-60%,69.23,20-50%,62.71,10-50%,72.88,10-60%,81.36,-8.86,-11.34,-12.13,46.88
42,40,band20,20-40%,13,22.03,30-60%,38.46,10-50%,38.46,0-50%,53.85,20-50%,38.98,10-50%,50.85,10-60%,61.02,-0.52,-12.39,-7.17,50.0
40,36,band20,80-100%,10,16.95,20-50%,50.0,10-50%,60.0,10-60%,70.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-12.71,-12.88,-11.36,50.0
38,36,band20,20-40%,10,16.95,10-40%,40.0,10-50%,60.0,10-60%,70.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-22.71,-12.88,-11.36,45.45
37,39,band20,60-80%,16,27.12,70-100%,43.75,60-100%,43.75,0-50%,50.0,20-50%,49.15,20-60%,59.32,20-70%,66.1,-5.4,-15.57,-16.1,54.55
40,36,band20,0-20%,11,18.64,20-50%,45.45,10-50%,54.55,20-70%,72.73,20-50%,62.71,10-50%,72.88,10-60%,81.36,-17.26,-18.33,-8.63,46.43
37,39,half,后半区,22,37.29,70-100%,40.91,0-40%,40.91,0-50%,54.55,20-50%,49.15,20-60%,59.32,20-70%,66.1,-8.24,-18.41,-11.55,48.44
